Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedThirdCampaign,AcceptedFourthCampaign,AcceptedFifthCampaign,AcceptedFirstCampaign,AcceptedSecondCampaign,Complain,Z_CostContact,Z_Revenue,AcceptedLastCampaign,AcceptedCampaign,Age,Total_Spent,Children,living_with,family_size,is_parent,education2,customer_for
22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0,61,162,0,couple,2,0,grad,4198
81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,1,75,1008,0,couple,2,0,grad,3996
43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,0,72,240,2,couple,4,1,grad,4416
54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,0,46,795,1,single,2,1,postgrad,4246
79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1,42,1772,0,couple,2,0,grad,4211
15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,54,64,0,couple,2,0,undergrad,4091
87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,1,65,1957,1,couple,3,1,grad,4164
33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,0,46,78,1,couple,3,1,grad,4054
81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0,44,1572,0,single,1,0,grad,4139
71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,0,53,795,1,couple,3,1,grad,4130
62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,0,54,889,1,couple,3,1,undergrad,3926
48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,0,61,331,1,single,2,1,postgrad,3997
52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,0,74,265,1,couple,3,1,postgrad,3783
66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,0,62,1065,1,single,2,1,grad,4332
29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,0,73,11,2,couple,4,1,grad,4056
47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,45,21,1,single,2,1,grad,4120
38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,54,17,2,couple,4,1,grad,4330
44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,0,50,369,1,couple,3,1,grad,4416
38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0,56,38,2,couple,4,1,postgrad,3914
38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,0,46,177,1,single,2,1,undergrad,4050
64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,0,54,279,1,couple,3,1,postgrad,4093
36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0,43,62,1,couple,3,1,grad,4031
61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,1,47,1230,1,couple,3,1,postgrad,4275
51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,0,56,182,2,couple,4,1,grad,3850
13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,0,54,49,2,couple,4,1,grad,4071
47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0,58,75,2,couple,4,1,postgrad,4047
54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,0,68,227,2,couple,4,1,grad,4116
45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,1,50,215,2,couple,4,1,postgrad,4357
40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,0,73,444,1,couple,3,1,grad,4229
47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,57,47,2,couple,4,1,undergrad,4013
27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,0,73,143,0,couple,2,0,grad,4201
39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,41,55,1,couple,3,1,grad,3848
26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,0,53,63,2,couple,4,1,undergrad,3833
79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,1,69,1867,0,single,1,0,grad,4405
61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,0,63,611,1,couple,3,1,grad,4049
53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,1,69,473,1,couple,3,1,grad,3804
24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,0,65,55,0,couple,2,0,grad,4074
39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,1,40,81,1,single,2,1,postgrad,4386
92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,1,49,2086,0,couple,2,0,grad,4325
69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,0,59,1478,0,single,1,0,grad,3992
33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0,47,49,1,couple,3,1,grad,3911
59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,0,52,382,0,couple,2,0,postgrad,4052
17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,1,49,69,1,couple,3,1,grad,4044
23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,0,55,67,1,single,2,1,grad,4372
42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0,55,30,2,couple,4,1,grad,4014
26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,0,46,63,1,couple,3,1,undergrad,4151
31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,0,43,79,1,couple,3,1,grad,4442
30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,63,42,1,single,2,1,grad,4254
62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,0,64,819,1,couple,3,1,grad,4428
72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0,69,1151,0,single,1,0,grad,4046
61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,0,76,594,2,couple,4,1,postgrad,4328
49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,0,58,129,2,couple,4,1,grad,4280
21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,1,38,213,1,single,2,1,grad,4308
42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,0,51,67,1,single,2,1,grad,3899
26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,68,28,3,single,4,1,grad,4236
30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0,49,45,1,couple,3,1,undergrad,4372
81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,1,59,1193,0,couple,2,0,grad,3814
26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,0,55,268,0,single,1,0,grad,4075
45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,0,80,266,0,single,1,0,grad,4107
18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,51,37,1,couple,3,1,undergrad,4326
22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,57,37,3,couple,5,1,grad,4005
48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,1,55,882,0,single,1,0,postgrad,4358
45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,0,50,373,2,couple,4,1,grad,4099
35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0,59,35,3,single,4,1,grad,4180
162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,0,48,107,2,couple,4,1,postgrad,4152
54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,0,46,42,2,single,3,1,grad,4229
30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,0,64,326,1,couple,3,1,grad,4442
54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,0,63,404,1,couple,3,1,postgrad,4114
31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,0,53,95,0,single,1,0,grad,4111
72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,1,75,939,0,single,1,0,grad,3872
36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0,46,33,1,single,2,1,undergrad,3944
72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,1,69,981,0,couple,2,0,undergrad,4152
13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,48,36,1,couple,3,1,grad,4286
84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,0,49,1237,1,single,2,1,grad,4152
70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,1,64,1825,1,couple,3,1,grad,4407
34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0,47,103,2,single,3,1,postgrad,4422
28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,0,47,191,1,single,2,1,grad,4319
69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,0,54,1586,1,couple,3,1,postgrad,3983
65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,0,66,963,0,couple,2,0,postgrad,3777
62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,0,54,889,1,couple,3,1,undergrad,3926
32218.0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,1,64,93,0,single,1,0,undergrad,3895
83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,1,51,1587,0,single,1,0,grad,4198
46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,62,16,3,single,4,1,grad,3872
84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,0,72,1375,0,single,1,0,grad,4151
56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,0,62,393,1,couple,3,1,grad,4298
63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,1,74,1477,1,single,2,1,grad,4400
73691.0,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,1,53,1179,1,couple,3,1,grad,3996
63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,0,64,1005,1,couple,3,1,grad,4393
76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,0,76,1348,0,couple,2,0,postgrad,3808
62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,0,65,1307,1,single,2,1,postgrad,4307
45906.0,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,1,60,486,1,single,2,1,grad,4179
77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,1,77,2252,0,couple,2,0,grad,4237
46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,0,53,235,2,couple,4,1,postgrad,4076
105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,1,54,1724,0,couple,2,0,grad,4285
55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,0,54,235,1,single,2,1,grad,3959
78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,0,47,1092,1,couple,3,1,grad,3798
66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,0,66,599,1,couple,3,1,grad,4047
98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,1,64,2008,0,single,1,0,grad,3893
29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,0,39,48,1,couple,3,1,grad,4432
67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,0,50,1174,1,couple,3,1,grad,4447
50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,0,74,67,1,couple,3,1,postgrad,3838
49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,0,69,365,1,single,2,1,grad,4456
153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,49,6,0,single,1,0,grad,3903
61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,0,71,165,1,couple,3,1,grad,3937
26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,0,66,210,0,couple,2,0,undergrad,4406
73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,0,77,1095,1,couple,3,1,postgrad,4063
46734.0,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,1,58,223,3,single,4,1,postgrad,4012
56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,0,61,597,1,couple,3,1,grad,4330
19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,0,39,22,1,couple,3,1,grad,3988
58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,0,49,1064,1,single,2,1,grad,3947
25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,0,44,74,0,couple,2,0,undergrad,4421
14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0,68,26,0,couple,2,0,grad,4305
18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,0,65,60,0,couple,2,0,grad,4309
45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,50,20,1,couple,3,1,postgrad,4170
21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0,37,59,1,single,2,1,undergrad,4038
29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0,56,34,1,couple,3,1,postgrad,4177
54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,0,53,198,2,couple,4,1,undergrad,3995
59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,0,60,1048,1,couple,3,1,postgrad,4096
59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,0,62,574,2,single,3,1,grad,3994
66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,0,54,1029,1,single,2,1,grad,4416
77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,0,44,670,1,couple,3,1,grad,3956
52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,0,49,990,1,single,2,1,postgrad,4336
26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,50,11,2,couple,4,1,grad,3799
81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,1,61,1241,1,couple,3,1,postgrad,4368
70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,0,45,576,0,single,1,0,grad,3939
36145.0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,1,39,172,1,couple,3,1,undergrad,4139
65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,0,44,664,0,single,1,0,postgrad,3949
68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,0,61,928,1,single,2,1,grad,4015
68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,0,57,2074,0,single,1,0,grad,4429
41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,0,42,467,0,couple,2,0,undergrad,4100
38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,0,69,257,1,couple,3,1,grad,4009
65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0,57,1146,0,couple,2,0,grad,3953
66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,0,48,689,1,single,2,1,postgrad,4240
86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,1,52,2114,0,single,1,0,postgrad,4416
160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0,0,42,1717,0,couple,2,0,postgrad,4455
77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,1,35,1346,0,couple,2,0,postgrad,3805
69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,0,55,1044,0,couple,2,0,postgrad,4033
50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,1,64,493,1,single,2,1,postgrad,4394
61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,0,54,957,0,single,1,0,grad,4069
42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,0,66,270,1,couple,3,1,grad,4113
13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0,72,29,0,couple,2,0,undergrad,4000
47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,1,75,121,2,single,3,1,grad,4157
61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,0,63,126,2,couple,4,1,grad,4099
34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,0,29,23,0,single,1,0,grad,3856
26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,1,75,57,2,single,3,1,postgrad,4208
45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,0,63,636,0,single,1,0,grad,3999
78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,1,64,1004,0,couple,2,0,grad,3842
78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,0,51,734,1,single,2,1,grad,4046
71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,0,46,614,2,couple,4,1,grad,3870
71022.0,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,1,46,1453,1,single,2,1,grad,3899
90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,1,36,1621,0,single,1,0,grad,3822
41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,0,56,187,1,single,2,1,grad,3946
71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,1,38,1443,1,couple,3,1,grad,4296
35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,0,54,57,1,single,2,1,postgrad,3763
43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,0,73,637,1,single,2,1,grad,4206
66375.0,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,1,76,948,1,couple,3,1,postgrad,3981
35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,1,53,59,1,couple,3,1,grad,4296
25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,0,38,18,1,couple,3,1,grad,4113
55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,0,59,903,1,single,2,1,grad,4377
33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,0,49,112,1,single,2,1,grad,4255
58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,0,71,596,0,couple,2,0,grad,4172
50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,0,42,233,1,couple,3,1,grad,4087
76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,0,49,1511,0,couple,2,0,postgrad,4330
87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,1,64,1152,0,single,1,0,undergrad,4405
25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0,46,48,1,couple,3,1,grad,4264
58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,0,54,1185,1,single,2,1,grad,4216
45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,66,21,2,single,3,1,grad,3853
74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,0,59,965,1,couple,3,1,grad,4318
59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,0,70,869,0,couple,2,0,grad,4184
18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0,40,16,1,couple,3,1,postgrad,3798
72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,0,59,1947,0,couple,2,0,grad,4262
7500.0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,1,48,71,1,couple,3,1,grad,4458
44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0,58,65,1,couple,3,1,grad,3782
80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,1,69,1380,0,couple,2,0,grad,3979
75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,0,48,1027,0,single,1,0,grad,3916
56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,0,59,411,3,couple,5,1,grad,4022
89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,1,33,836,0,couple,2,0,grad,4201
35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,0,75,11,2,single,3,1,postgrad,4036
53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,0,71,480,2,couple,4,1,postgrad,4452
66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,0,46,606,2,couple,4,1,grad,4143
45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,0,76,284,3,single,4,1,postgrad,4017
89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,1,51,1472,2,single,3,1,grad,4024
72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,1,75,1677,0,couple,2,0,grad,3822
67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,0,51,1335,1,couple,3,1,grad,4218
70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,0,72,334,1,couple,3,1,grad,3787
17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0,35,18,1,couple,3,1,undergrad,4229
62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,0,55,1338,1,couple,3,1,grad,4450
64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,0,71,1099,1,single,2,1,postgrad,4224
34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,0,68,97,2,couple,4,1,grad,4241
48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,0,74,63,3,single,4,1,postgrad,3940
38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,0,46,109,1,couple,3,1,undergrad,4093
82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,1,60,902,0,couple,2,0,grad,3916
83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1,72,1574,0,couple,2,0,grad,4174
17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,0,49,38,1,couple,3,1,undergrad,3963
71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,0,29,960,0,single,1,0,grad,3873
33697.0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,1,54,28,1,single,2,1,grad,4048
63564.0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,1,70,1215,0,couple,2,0,undergrad,3912
83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,0,52,1497,0,couple,2,0,postgrad,3941
51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,0,66,449,1,couple,3,1,postgrad,4030
58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,0,49,1064,1,single,2,1,grad,3947
